Unnamed: 0,symbol,date,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1179,AAPL,2020-01-31 00:00:00+00:00,322.68,308.29,320.93,49897096,307.9528553003,321.056597035,306.73899311990004,319.3154012844,49897096,0.0,1.0
659,AAPL,2018-01-05 00:00:00+00:00,175.37,173.05,173.44,23016177,168.9990392639,169.3563515183,167.1159071121,167.4925335424,23016177,0.0,1.0
463,AAPL,2017-03-28 00:00:00+00:00,144.04,140.62,140.91,33374805,137.2492153531,137.4782821937,134.2140797145,134.4908688136,33374805,0.0,1.0
186,AAPL,2016-02-22 00:00:00+00:00,96.9,95.92,96.31,34280758,90.5509056303,90.569599046,89.6536216769,90.01814328290001,34280758,0.0,1.0
608,AAPL,2017-10-23 00:00:00+00:00,157.69,155.5,156.89,21654461,150.2727387152,151.7353407696,149.62803912540002,150.9655502147,21654461,0.0,1.0
143,AAPL,2015-12-17 00:00:00+00:00,112.25,108.98,112.02,44772827,101.3150409534,104.3550499818,101.3150409534,104.1412267168,44772827,0.0,1.0
751,AAPL,2018-05-18 00:00:00+00:00,187.8102,186.13,187.19,18297728,181.3451557081,182.8053779323,181.1699524017,182.2017052064,18297728,0.0,1.0
981,AAPL,2019-04-18 00:00:00+00:00,204.15,202.52,203.12,24195766,200.6786682861,200.9641426989,199.3595796198,199.9502163361,24195766,0.0,1.0
197,AAPL,2016-03-08 00:00:00+00:00,101.76,100.4,100.78,31182194,94.4297893871,95.11209906,93.8409467927,94.1961216909,31182194,0.0,1.0
883,AAPL,2018-11-26 00:00:00+00:00,174.95,170.26,174.24,44998520,171.16175197020002,171.4852165112,166.8880992466,170.7892776503,44998520,0.0,1.0
279,AAPL,2016-07-05 00:00:00+00:00,95.4,94.46,95.39,27705210,89.32713948770001,89.712697201,88.8287356143,89.7032933543,27705210,0.0,1.0
293,AAPL,2016-07-25 00:00:00+00:00,98.84,96.92,98.25,40382921,91.5370434543,92.9476204544,91.1420818943,92.392793501,40382921,0.0,1.0
1141,AAPL,2019-12-05 00:00:00+00:00,265.89,262.73,263.79,18661343,264.24386711470004,264.5523075048,261.4082054637,262.46287260400004,18661343,0.0,1.0
400,AAPL,2016-12-23 00:00:00+00:00,116.52,115.59,115.59,14249484,110.7352926464,110.7352926464,109.8514630707,109.8514630707,14249484,0.0,1.0
122,AAPL,2015-11-17 00:00:00+00:00,115.05,113.32,114.92,27583101,105.6937695539,106.9581158165,105.3497929972,106.8372591885,27583101,0.0,1.0
202,AAPL,2016-03-15 00:00:00+00:00,105.18,103.85,103.96,40067734,97.7478706731,98.308673144,97.0655610002,97.1683747866,40067734,0.0,1.0
835,AAPL,2018-09-18 00:00:00+00:00,221.85,217.12,217.79,31571712,213.1714914978,216.6976511583,212.0775029051,212.7319425096,31571712,0.0,1.0
246,AAPL,2016-05-17 00:00:00+00:00,94.7,93.01,94.55,46916939,87.9165624876,89.05442793430001,87.4651778476,88.9133702343,46916939,0.0,1.0
1194,AAPL,2020-02-24 00:00:00+00:00,304.18,289.23,297.26,55548828,297.3936755105,303.377853031,288.4672773758,296.4761016241,55548828,0.0,1.0
1182,AAPL,2020-02-05 00:00:00+00:00,324.76,318.95,323.52,29706718,319.8327851646,323.12613255580004,317.3453626637,321.8923709953,29706718,0.0,1.0
384,AAPL,2016-12-01 00:00:00+00:00,110.94,109.03,110.365,37086862,104.0543013376,105.4323151922,103.6171383216,104.8858614223,37086862,0.0,1.0
854,AAPL,2018-10-15 00:00:00+00:00,221.83,217.27,221.16,30791007,212.3119290321,216.6781156477,212.2240192344,216.0236760431,30791007,0.0,1.0
219,AAPL,2016-04-08 00:00:00+00:00,109.77,108.17,108.91,23581740,101.5613274751,102.5988120462,101.1033387905,101.7949951713,23581740,0.0,1.0
641,AAPL,2017-12-08 00:00:00+00:00,171.0,168.82,170.49,23096872,163.56209874360002,165.1362040807,163.0309589059,164.6436925949,23096872,0.0,1.0
1,AAPL,2015-05-28 00:00:00+00:00,131.95,131.1,131.86,30733309,121.4383538301,121.5950128084,120.8117179172,121.5120757022,30733309,0.0,1.0
112,AAPL,2015-11-03 00:00:00+00:00,123.49,120.7,120.79,45518976,113.4612821165,114.3129128544,111.7302500731,111.8135617757,45518976,0.0,1.0
698,AAPL,2018-03-05 00:00:00+00:00,177.74,174.52,175.21,28401366,171.4444157081,172.33644637470002,169.21433904190002,169.8833620418,28401366,0.0,1.0
951,AAPL,2019-03-07 00:00:00+00:00,174.44,172.02,173.87,24796374,169.8080559175,171.7177813,169.3355465445,171.1566764196,24796374,0.0,1.0
1131,AAPL,2019-11-20 00:00:00+00:00,266.083,260.4,265.54,26609919,261.8658912038,264.7443365219,259.0899276928,264.2040683547,26609919,0.0,1.0
441,AAPL,2017-02-24 00:00:00+00:00,136.66,135.28,135.91,21776585,130.4344768439,130.4344768439,129.11734251020002,129.7186429669,21776585,0.0,1.0
663,AAPL,2018-01-11 00:00:00+00:00,175.4886,174.49,174.59,17523256,169.2694377267,169.4708845815,168.506527778,168.6030986576,17523256,0.0,1.0
1148,AAPL,2019-12-16 00:00:00+00:00,280.79,276.98,277.0,32081105,278.4520244398,279.3773456101,275.5865137187,275.6064130987,32081105,0.0,1.0
317,AAPL,2016-08-26 00:00:00+00:00,107.95,106.31,107.41,27766291,101.1061729189,102.061075057,100.5105408922,101.5505333198,27766291,0.0,1.0
648,AAPL,2017-12-19 00:00:00+00:00,175.39,174.09,175.03,27078872,168.55481321780002,169.3756656942,168.1202442597,169.0280105278,27078872,0.0,1.0
709,AAPL,2018-03-20 00:00:00+00:00,176.8,174.94,175.24,19314039,169.9124499983,171.4250237371,169.6215704331,169.9124499983,19314039,0.0,1.0
972,AAPL,2019-04-05 00:00:00+00:00,197.1,195.93,196.45,18526644,193.9257218305,194.0241612832,192.8724196865,193.3843048406,18526644,0.0,1.0
627,AAPL,2017-11-17 00:00:00+00:00,171.39,169.64,171.04,21665811,164.3153516043,165.51283051110002,163.8228401184,165.1748324325,21665811,0.0,1.0
632,AAPL,2017-11-27 00:00:00+00:00,175.08,173.34,175.05,20536313,168.1202442597,169.0762959675,167.39596266290002,169.0473247037,20536313,0.0,1.0
1226,AAPL,2020-04-08 00:00:00+00:00,267.37,261.23,262.74,42223821,265.3683521466,266.6649239428,260.5411156134,262.0471336228,42223821,0.0,1.0
1159,AAPL,2020-01-02 00:00:00+00:00,300.6,295.19,296.24,33911864,298.8389392571,299.0876815072,293.7048992152,294.7496166656,33911864,0.0,1.0
795,AAPL,2018-07-23 00:00:00+00:00,191.96,189.56,190.68,15989365,186.5039197318,186.8445928277,184.5085487415,185.5987026484,15989365,0.0,1.0
645,AAPL,2017-12-14 00:00:00+00:00,173.13,171.65,172.4,20219307,166.3143688116,167.1931638158,165.763914798,166.4881963948,20219307,0.0,1.0
1012,AAPL,2019-06-04 00:00:00+00:00,179.83,174.52,175.44,30967961,177.52719074360002,177.71495608669997,172.46740886540002,173.3765884216,30967961,0.0,1.0
556,AAPL,2017-08-09 00:00:00+00:00,161.27,159.11,159.26,25640394,154.3520097884,154.5532634955,152.4832253659,152.6269780138,25640394,0.0,1.0
681,AAPL,2018-02-07 00:00:00+00:00,163.4,159.0685,163.085,50852130,154.0691812809,157.7968172327,153.61384958370002,157.492618962,50852130,0.0,1.0
577,AAPL,2017-09-08 00:00:00+00:00,161.15,158.53,160.86,28183159,152.6398446718,155.06468492,152.5436208524,154.78563584379998,28183159,0.0,1.0
1109,AAPL,2019-10-21 00:00:00+00:00,240.99,237.32,237.52,21811567,238.5918428707,239.0680146913,235.4272843128,235.6256892381,21811567,0.0,1.0
524,AAPL,2017-06-23 00:00:00+00:00,147.16,145.11,145.13,25997976,140.1875822169,141.0309310845,139.0663115634,139.08547858309998,25997976,0.0,1.0
1059,AAPL,2019-08-09 00:00:00+00:00,202.76,199.29,201.3,24619746,199.3870296394,201.142913228,197.7005877747,199.6945572736,24619746,0.77,1.0
540,AAPL,2017-07-18 00:00:00+00:00,150.13,148.67,149.2,17713795,143.8293159633,143.8772335126,142.4780410732,142.9859670957,17713795,0.0,1.0
748,AAPL,2018-05-15 00:00:00+00:00,187.07,185.1,186.78,23695159,181.4716914295,182.0849030021,180.167400148,181.8026310083,23695159,0.0,1.0
1168,AAPL,2020-01-15 00:00:00+00:00,315.5,309.55,311.85,30480882,309.773648571,313.9127196125,307.9926540603,310.2810827612,30480882,0.0,1.0
484,AAPL,2017-04-27 00:00:00+00:00,144.16,143.31,143.9225,13948980,137.2396709014,137.592815614,136.7815372201,137.3661348863,13948980,0.0,1.0
95,AAPL,2015-10-09 00:00:00+00:00,112.28,109.49,110.0,52766140,103.7878677564,103.9359774499,101.3533146686,101.8254143168,52766140,0.0,1.0
1020,AAPL,2019-06-14 00:00:00+00:00,193.5863,190.3,191.545,18761474,190.4731170336,191.3094634015,188.0618147323,189.2921718492,18761474,0.0,1.0
563,AAPL,2017-08-18 00:00:00+00:00,159.5,156.72,157.86,27012525,151.5525155128,153.4769919003,150.8019697217,151.8989212626,27012525,0.0,1.0
742,AAPL,2018-05-07 00:00:00+00:00,187.67,184.75,185.18,42451423,179.53086761970002,181.9645599816,179.133332214,179.5502595907,42451423,0.0,1.0
863,AAPL,2018-10-26 00:00:00+00:00,220.19,212.67,215.9,47258375,211.2765469711,215.0762037798,207.7308518,210.8858367594,47258375,0.0,1.0
891,AAPL,2018-12-07 00:00:00+00:00,174.49,168.3,173.49,42281631,165.15315307219998,171.034326545,164.9669159122,170.0541309662,42281631,0.0,1.0
1038,AAPL,2019-07-11 00:00:00+00:00,204.39,201.71,203.31,20191842,199.377147253,201.9860972839,199.337617707,200.918799544,20191842,0.0,1.0
206,AAPL,2016-03-21 00:00:00+00:00,107.65,105.1401,105.93,35502678,98.9909828169,100.6173099824,98.2713797797,99.0096762326,35502678,0.0,1.0
392,AAPL,2016-12-13 00:00:00+00:00,115.92,113.75,113.84,43733811,109.4713213177,110.1650800169,108.1028110069,108.1883429014,43733811,0.0,1.0
794,AAPL,2018-07-20 00:00:00+00:00,192.43,190.17,191.78,20706042,186.3384499424,187.3020681279,185.1022932801,186.6693895213,20706042,0.0,1.0
870,AAPL,2018-11-06 00:00:00+00:00,204.72,201.69,201.92,31882881,199.0375495899,199.9654863427,197.0058564891,197.2305148609,31882881,0.0,1.0
397,AAPL,2016-12-20 00:00:00+00:00,117.5,116.68,116.74,21424965,111.1439450309,111.6666399412,110.8873493476,110.9443706106,21424965,0.0,1.0
766,AAPL,2018-06-11 00:00:00+00:00,191.97,190.21,191.35,18308460,186.1340460848,186.8543263447,185.1412273482,186.2508482891,18308460,0.0,1.0
1171,AAPL,2020-01-21 00:00:00+00:00,319.02,316.0,317.19,27235039,314.9773364429,317.4150104937,314.4102041126,315.59421722310003,27235039,0.0,1.0
1028,AAPL,2019-06-26 00:00:00+00:00,200.99,197.35,197.77,26067512,197.4500818892,198.6260858804,195.0288972013,195.4439574335,26067512,0.0,1.0
642,AAPL,2017-12-11 00:00:00+00:00,172.89,168.79,169.2,33092051,166.7489377697,166.9613937048,163.00198764200002,163.3979282483,33092051,0.0,1.0
612,AAPL,2017-10-27 00:00:00+00:00,163.6,158.7,159.29,43904150,156.8929374881,157.4221684946,152.7072013453,153.2749218796,43904150,0.0,1.0
960,AAPL,2019-03-20 00:00:00+00:00,189.49,184.73,186.23,31035231,185.2236742113,186.5329189323,181.8472009835,183.32379277400003,31035231,0.0,1.0
725,AAPL,2018-04-12 00:00:00+00:00,175.0,173.04,173.41,22889285,168.8458915927,169.67974634610002,167.77933318709998,168.1380846508,22889285,0.0,1.0
683,AAPL,2018-02-09 00:00:00+00:00,157.89,150.24,157.07,66723743,151.6549092914,153.0899151462,145.6724862345,152.2948443348,66723743,0.63,1.0
98,AAPL,2015-10-14 00:00:00+00:00,111.52,109.56,111.29,44462449,102.0198082896,103.2324564056,101.41811265959998,103.0195487211,44462449,0.0,1.0
804,AAPL,2018-08-03 00:00:00+00:00,208.74,205.4803,207.03,33447396,202.4474206201,203.177434397,200.0045998521,201.5130029856,33447396,0.0,1.0
406,AAPL,2017-01-04 00:00:00+00:00,116.51,115.75,115.85,21118116,110.2601154552,110.7257891026,110.0035197719,110.0985552101,21118116,0.0,1.0
502,AAPL,2017-05-23 00:00:00+00:00,154.9,153.31,154.9,19430358,147.3943816308,148.44856771530002,146.9247896477,148.44856771530002,19430358,0.0,1.0
1071,AAPL,2019-08-27 00:00:00+00:00,208.55,203.53,207.86,25897344,202.5317477048,206.8867358142,201.9067721902,206.2022388221,25897344,0.0,1.0
1056,AAPL,2019-08-06 00:00:00+00:00,198.067,194.04,196.31,35824787,194.6830136745,195.737464312,191.7578272762,194.0011290073,35824787,0.0,1.0
929,AAPL,2019-02-04 00:00:00+00:00,171.655,167.28,167.41,31495582,167.8584928697,168.2554720791,163.9671164218,164.0945418471,31495582,0.0,1.0
779,AAPL,2018-06-28 00:00:00+00:00,186.21,183.8,184.1,17365235,180.556740829,181.2478205379,178.9020429346,179.1940484454,17365235,0.0,1.0
200,AAPL,2016-03-11 00:00:00+00:00,102.28,101.5,102.24,27408237,95.5794344524,95.5981278681,94.869084656,95.5607410367,27408237,0.0,1.0
134,AAPL,2015-12-04 00:00:00+00:00,119.25,115.11,115.29,57776977,110.6581879673,110.8627145686,107.0138957987,107.1812357452,57776977,0.0,1.0
1051,AAPL,2019-07-30 00:00:00+00:00,210.16,207.31,208.76,33935718,206.3244649491,207.6882342834,204.8717541364,206.3047001761,33935718,0.0,1.0
40,AAPL,2015-07-23 00:00:00+00:00,127.09,125.06,126.2,50999452,115.3378689132,117.1164090778,115.2457165731,116.2962532506,50999452,0.0,1.0
1017,AAPL,2019-06-11 00:00:00+00:00,196.0,193.6,194.86,26932882,192.5187710352,193.6947750264,191.323002271,192.5681829676,26932882,0.0,1.0
230,AAPL,2016-04-25 00:00:00+00:00,105.65,104.51,105.0,28031588,98.2152060655,98.7479684129,97.6824437182,98.1404324028,28031588,0.0,1.0
378,AAPL,2016-11-22 00:00:00+00:00,112.42,111.4,111.95,25965534,106.2496199611,106.8388396782,105.8694782081,106.3921731185,25965534,0.0,1.0
288,AAPL,2016-07-18 00:00:00+00:00,100.13,98.6,98.7,36493867,93.8786012744,94.1607166744,92.7219281344,92.815966601,36493867,0.0,1.0
418,AAPL,2017-01-23 00:00:00+00:00,120.81,119.77,120.0,22050218,114.118554248,114.8123129472,113.8239443895,114.0425258974,22050218,0.0,1.0
391,AAPL,2016-12-12 00:00:00+00:00,115.0,112.49,113.29,26374377,107.6751515348,109.290753985,106.905364485,107.665647991,26374377,0.0,1.0
592,AAPL,2017-09-29 00:00:00+00:00,154.13,152.0,153.21,25856530,148.300150418,148.30977280000002,146.2602054473,147.4245136617,25856530,0.0,1.0
1162,AAPL,2020-01-07 00:00:00+00:00,300.9,297.48,299.84,27877655,296.8888000164,299.3861722073,295.983378226,298.3315050669,27877655,0.0,1.0
1086,AAPL,2019-09-18 00:00:00+00:00,222.85,219.44,221.06,25643093,220.9933260002,221.0726879703,217.6898839946,219.2969638892,25643093,0.0,1.0
647,AAPL,2017-12-18 00:00:00+00:00,177.2,174.86,174.88,28831533,170.37034575389998,171.12359861459998,168.8638400325,168.8831542084,28831533,0.0,1.0
1152,AAPL,2019-12-20 00:00:00+00:00,282.65,278.56,282.23,69032743,278.0341374596,281.2279879508,277.1585647393,280.8101009706,69032743,0.0,1.0
520,AAPL,2017-06-19 00:00:00+00:00,146.74,143.66,143.66,31449132,140.245083276,140.6284236704,137.6767026338,137.6767026338,31449132,0.0,1.0
